************ Start Display Current Environment ************
WebSphere Platform 6.1 [ND 6.1.0.31 cf311015.02]  running with process name qmpay1Cell01\qmpay1Node01\qmpay1Tsms and process id 28051
[10-11-15 17:34:14:797 CST] 000003bc SystemOut     O group id:728
[10-11-15 17:34:15:214 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:15:215 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:15:215 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:15:215 CST] 000003bc SystemOut     O tempOrder id:1056--status:3--正常订单不用导出
[10-11-15 17:34:15:215 CST] 000003bc SystemOut     O group id:727
[10-11-15 17:34:15:632 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:15:633 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:15:633 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:15:633 CST] 000003bc SystemOut     O tempOrder id:1052--status:3--正常订单不用导出
[10-11-15 17:34:15:633 CST] 000003bc SystemOut     O group id:726
[10-11-15 17:34:16:050 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:16:051 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:16:051 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:16:051 CST] 000003bc SystemOut     O tempOrder id:1053--status:5--正常订单不用导出
[10-11-15 17:34:16:051 CST] 000003bc SystemOut     O group id:725
[10-11-15 17:34:16:469 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:16:470 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:16:470 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:16:470 CST] 000003bc SystemOut     O tempOrder id:1050--status:5--正常订单不用导出
[10-11-15 17:34:16:470 CST] 000003bc SystemOut     O group id:724
[10-11-15 17:34:16:891 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:16:892 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:16:892 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:16:893 CST] 000003bc SystemOut     O tempOrder id:1048--status:5--正常订单不用导出
[10-11-15 17:34:16:893 CST] 000003bc SystemOut     O group id:723
[10-11-15 17:34:17:314 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:17:315 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:17:315 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:17:315 CST] 000003bc SystemOut     O tempOrder id:1044--status:5--正常订单不用导出
[10-11-15 17:34:17:315 CST] 000003bc SystemOut     O group id:722
[10-11-15 17:34:17:735 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:17:735 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:17:736 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:17:736 CST] 000003bc SystemOut     O tempOrder id:1045--status:5--正常订单不用导出
[10-11-15 17:34:17:736 CST] 000003bc SystemOut     O group id:721
[10-11-15 17:34:18:230 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:18:231 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:18:231 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:18:231 CST] 000003bc SystemOut     O tempOrder id:1041--status:5--正常订单不用导出
[10-11-15 17:34:18:231 CST] 000003bc SystemOut     O group id:720
[10-11-15 17:34:18:653 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:18:654 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:18:654 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:18:654 CST] 000003bc SystemOut     O tempOrder id:1040--status:5--正常订单不用导出
[10-11-15 17:34:18:654 CST] 000003bc SystemOut     O group id:719
[10-11-15 17:34:19:076 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:19:077 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:19:077 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:19:077 CST] 000003bc SystemOut     O tempOrder id:1037--status:5--正常订单不用导出
[10-11-15 17:34:19:077 CST] 000003bc SystemOut     O group id:718
[10-11-15 17:34:19:495 CST] 000003bc SystemOut     O AirticketOrder List size:1
[10-11-15 17:34:19:496 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:19:496 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->1
[10-11-15 17:34:19:496 CST] 000003bc SystemOut     O add tempOrder id:1031--status:6--非正常订单，退废报表导出
[10-11-15 17:34:19:496 CST] 000003bc SystemOut     O group id:717
[10-11-15 17:34:19:921 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:19:922 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:19:922 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:19:922 CST] 000003bc SystemOut     O tempOrder id:1035--status:5--正常订单不用导出
[10-11-15 17:34:19:922 CST] 000003bc SystemOut     O group id:716
[10-11-15 17:34:20:346 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:20:347 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:20:347 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:20:348 CST] 000003bc SystemOut     O add tempOrder id:1039--status:6--非正常订单，退废报表导出
[10-11-15 17:34:20:348 CST] 000003bc SystemOut     O group id:715
[10-11-15 17:34:20:769 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:20:770 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:20:770 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:20:770 CST] 000003bc SystemOut     O tempOrder id:1034--status:5--正常订单不用导出
[10-11-15 17:34:20:770 CST] 000003bc SystemOut     O group id:714
[10-11-15 17:34:21:189 CST] 000003bc SystemOut     O AirticketOrder List size:1
[10-11-15 17:34:21:190 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:21:190 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->1
[10-11-15 17:34:21:190 CST] 000003bc SystemOut     O add tempOrder id:1024--status:6--非正常订单，退废报表导出
[10-11-15 17:34:21:190 CST] 000003bc SystemOut     O group id:713
[10-11-15 17:34:21:613 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:21:614 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:21:614 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:21:614 CST] 000003bc SystemOut     O tempOrder id:1027--status:5--正常订单不用导出
[10-11-15 17:34:21:614 CST] 000003bc SystemOut     O group id:712
[10-11-15 17:34:22:037 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:22:038 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:22:038 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:22:039 CST] 000003bc SystemOut     O tempOrder id:1025--status:5--正常订单不用导出
[10-11-15 17:34:22:039 CST] 000003bc SystemOut     O group id:711
[10-11-15 17:34:22:461 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:22:462 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:22:462 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:22:462 CST] 000003bc SystemOut     O tempOrder id:1023--status:5--正常订单不用导出
[10-11-15 17:34:22:462 CST] 000003bc SystemOut     O group id:710
[10-11-15 17:34:22:887 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:22:888 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:22:888 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:22:889 CST] 000003bc SystemOut     O tempOrder id:1026--status:5--正常订单不用导出
[10-11-15 17:34:22:889 CST] 000003bc SystemOut     O group id:709
[10-11-15 17:34:23:316 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:23:317 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:23:317 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:23:317 CST] 000003bc SystemOut     O tempOrder id:1021--status:5--正常订单不用导出
[10-11-15 17:34:23:317 CST] 000003bc SystemOut     O group id:708
[10-11-15 17:34:23:741 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:23:742 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:23:742 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:23:743 CST] 000003bc SystemOut     O tempOrder id:1018--status:5--正常订单不用导出
[10-11-15 17:34:23:743 CST] 000003bc SystemOut     O group id:707
[10-11-15 17:34:24:168 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:24:169 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:24:169 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:24:169 CST] 000003bc SystemOut     O tempOrder id:1013--status:5--正常订单不用导出
[10-11-15 17:34:24:169 CST] 000003bc SystemOut     O group id:706
[10-11-15 17:34:24:593 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:24:594 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:24:594 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:24:594 CST] 000003bc SystemOut     O tempOrder id:1014--status:5--正常订单不用导出
[10-11-15 17:34:24:594 CST] 000003bc SystemOut     O group id:705
[10-11-15 17:34:25:026 CST] 000003bc SystemOut     O AirticketOrder List size:4
[10-11-15 17:34:25:027 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..2
[10-11-15 17:34:25:027 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:25:027 CST] 000003bc SystemOut     O tempOrder id:1011--status:5--正常订单不用导出
[10-11-15 17:34:25:027 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:25:027 CST] 000003bc SystemOut     O add tempOrder id:1980--status:31--非正常订单，退废报表导出
[10-11-15 17:34:25:027 CST] 000003bc SystemOut     O group id:704
[10-11-15 17:34:25:455 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:25:456 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:25:456 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:25:456 CST] 000003bc SystemOut     O tempOrder id:1012--status:5--正常订单不用导出
[10-11-15 17:34:25:456 CST] 000003bc SystemOut     O group id:703
[10-11-15 17:34:25:883 CST] 000003bc SystemOut     O AirticketOrder List size:1
[10-11-15 17:34:25:884 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:25:884 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->1
[10-11-15 17:34:25:884 CST] 000003bc SystemOut     O add tempOrder id:1004--status:6--非正常订单，退废报表导出
[10-11-15 17:34:25:884 CST] 000003bc SystemOut     O group id:702
[10-11-15 17:34:26:388 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:26:389 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:26:389 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:26:389 CST] 000003bc SystemOut     O tempOrder id:1007--status:5--正常订单不用导出
[10-11-15 17:34:26:389 CST] 000003bc SystemOut     O group id:701
[10-11-15 17:34:26:818 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:26:819 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:26:819 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:26:820 CST] 000003bc SystemOut     O tempOrder id:1002--status:5--正常订单不用导出
[10-11-15 17:34:26:820 CST] 000003bc SystemOut     O group id:700
[10-11-15 17:34:27:249 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:27:250 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:27:250 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:27:250 CST] 000003bc SystemOut     O tempOrder id:1005--status:3--正常订单不用导出
[10-11-15 17:34:27:250 CST] 000003bc SystemOut     O group id:699
[10-11-15 17:34:27:681 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:27:682 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:27:682 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:27:682 CST] 000003bc SystemOut     O tempOrder id:1000--status:5--正常订单不用导出
[10-11-15 17:34:27:682 CST] 000003bc SystemOut     O group id:698
[10-11-15 17:34:28:112 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:28:113 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:28:113 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:28:113 CST] 000003bc SystemOut     O tempOrder id:1001--status:5--正常订单不用导出
[10-11-15 17:34:28:113 CST] 000003bc SystemOut     O group id:697
[10-11-15 17:34:28:541 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:28:542 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:28:542 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:28:542 CST] 000003bc SystemOut     O tempOrder id:998--status:5--正常订单不用导出
[10-11-15 17:34:28:542 CST] 000003bc SystemOut     O group id:696
[10-11-15 17:34:28:976 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:28:977 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:28:977 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:28:977 CST] 000003bc SystemOut     O tempOrder id:996--status:5--正常订单不用导出
[10-11-15 17:34:28:977 CST] 000003bc SystemOut     O group id:695
[10-11-15 17:34:29:410 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:29:411 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:29:411 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:29:411 CST] 000003bc SystemOut     O tempOrder id:989--status:5--正常订单不用导出
[10-11-15 17:34:29:412 CST] 000003bc SystemOut     O group id:694
[10-11-15 17:34:29:843 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:29:844 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:29:844 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:29:844 CST] 000003bc SystemOut     O tempOrder id:993--status:5--正常订单不用导出
[10-11-15 17:34:29:844 CST] 000003bc SystemOut     O group id:693
[10-11-15 17:34:30:274 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:30:275 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:30:275 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:30:275 CST] 000003bc SystemOut     O tempOrder id:990--status:5--正常订单不用导出
[10-11-15 17:34:30:276 CST] 000003bc SystemOut     O group id:692
[10-11-15 17:34:30:703 CST] 000003bc SystemOut     O AirticketOrder List size:1
[10-11-15 17:34:30:704 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:30:704 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->1
[10-11-15 17:34:30:705 CST] 000003bc SystemOut     O add tempOrder id:984--status:6--非正常订单，退废报表导出
[10-11-15 17:34:30:705 CST] 000003bc SystemOut     O group id:691
[10-11-15 17:34:31:137 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:31:138 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:31:138 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:31:138 CST] 000003bc SystemOut     O tempOrder id:982--status:5--正常订单不用导出
[10-11-15 17:34:31:138 CST] 000003bc SystemOut     O group id:690
[10-11-15 17:34:31:569 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:31:570 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:31:570 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:31:570 CST] 000003bc SystemOut     O tempOrder id:978--status:5--正常订单不用导出
[10-11-15 17:34:31:571 CST] 000003bc SystemOut     O group id:689
[10-11-15 17:34:32:017 CST] 000003bc SystemOut     O AirticketOrder List size:5
[10-11-15 17:34:32:018 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..3
[10-11-15 17:34:32:018 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:32:018 CST] 000003bc SystemOut     O tempOrder id:979--status:5--正常订单不用导出
[10-11-15 17:34:32:018 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:32:018 CST] 000003bc SystemOut     O add tempOrder id:2565--status:32--非正常订单，退废报表导出
[10-11-15 17:34:32:019 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->1
[10-11-15 17:34:32:019 CST] 000003bc SystemOut     O add tempOrder id:2559--status:29--非正常订单，退废报表导出
[10-11-15 17:34:32:019 CST] 000003bc SystemOut     O group id:688
[10-11-15 17:34:32:452 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:32:453 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:32:453 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:32:453 CST] 000003bc SystemOut     O tempOrder id:983--status:5--正常订单不用导出
[10-11-15 17:34:32:453 CST] 000003bc SystemOut     O group id:687
[10-11-15 17:34:32:888 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:32:889 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:32:889 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:32:889 CST] 000003bc SystemOut     O tempOrder id:980--status:5--正常订单不用导出
[10-11-15 17:34:32:889 CST] 000003bc SystemOut     O group id:686
[10-11-15 17:34:33:324 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:33:325 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:33:325 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:33:325 CST] 000003bc SystemOut     O tempOrder id:1032--status:5--正常订单不用导出
[10-11-15 17:34:33:325 CST] 000003bc SystemOut     O group id:685
[10-11-15 17:34:33:759 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:33:760 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:33:760 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:33:760 CST] 000003bc SystemOut     O tempOrder id:974--status:5--正常订单不用导出
[10-11-15 17:34:33:760 CST] 000003bc SystemOut     O group id:684
[10-11-15 17:34:34:195 CST] 000003bc SystemOut     O AirticketOrder List size:2
[10-11-15 17:34:34:196 CST] 000003bc SystemOut     O exchange AiriticketGroup List Success..1
[10-11-15 17:34:34:196 CST] 000003bc SystemOut     O getTempRetireReportList orderList size--->2
[10-11-15 17:34:34:196 CST] 000003bc SystemOut     O tempOrder id:975--status:5--正常订单不用导出
